NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
MTN GROUP,ZAE000042164,761.37,6206.78,5409.49,1973.04,2545.08,7145.11,12071.34,17243.13,22406.17,31700.41,17573.1,26922.0,34062.87,34255.41,37395.06,32777.08,32935.08,14344.52,17448.64,20503.36,12458.68,10234.16,7788.42,22707.5,16065.3,9451.26,11586.97
TELKOM SA SOC,ZAE000044897,,,,,,6019.81,9698.55,13438.53,11899.95,9974.81,5741.13,2340.67,2603.53,1991.69,966.15,1396.08,3154.56,1771.84,2845.43,2191.22,2496.17,1147.13,1109.73,1656.47,1062.26,752.11,926.28
AFRICAN RAINBOW MINERALS,ZAE000054045,355.32,882.89,389.91,305.63,552.38,740.01,931.95,1583.64,2757.19,4547.04,2260.44,4827.49,6389.09,5464.97,5003.52,4200.7,2254.98,763.66,1985.04,2315.41,2453.8,2455.24,3979.88,3398.63,3746.36,2158.12,1911.47
REUNERT,ZAE000057428,248.29,327.62,372.02,327.81,447.16,683.59,1119.62,1847.22,2309.72,1641.18,878.4,1450.3,1774.89,1762.06,1681.93,1103.98,998.41,725.23,956.6,1131.21,1011.85,753.35,472.65,581.26,640.79,588.18,655.99
SPAR GROUP,ZAE000058517,,,,,,,626.69,953.86,1123.77,1164.15,915.81,1637.51,2213.39,2531.62,2294.32,1812.13,2776.33,1870.21,2666.55,3185.38,2871.75,2468.31,2486.97,2089.15,1605.27,1207.38,1419.6
WOOLWORTHS HDG.,ZAE000063863,453.8,579.72,433.42,283.54,516.3,977.74,1735.29,2380.8,2476.05,1479.74,1010.35,2030.46,2853.85,4575.95,6136.01,4584.11,7524.24,5852.87,5620.98,5496.79,3963.31,3119.98,3103.91,3587.6,4589.65,3590.17,3069.51
FIRSTRAND,ZAE000066304,6420.88,7792.55,6034.41,3087.55,4663.78,7096.65,11903.86,18314.78,18238.78,13385.18,7679.32,13838.86,15671.75,17041.91,20263.63,15299.54,25100.79,14538.3,20901.57,30915.11,28838.12,21709.0,18183.8,22702.63,21580.06,19716.32,22616.39
ASPEN PHMCR.HDG.,ZAE000066692,174.74,344.59,249.98,209.25,335.91,586.79,1319.77,2677.36,1846.08,1703.75,1497.15,3850.72,5145.3,5760.09,8400.04,10143.33,17243.62,7085.16,10526.1,9946.48,4967.25,3483.94,4304.66,6376.87,3889.37,4521.55,4162.51
IMPERIAL LOGISTICS DEAD - DELIST.15/03/22,ZAE000067211,1251.06,2343.55,1759.86,959.68,1311.8,2074.27,3603.19,5355.92,4656.72,2288.14,1096.51,2336.52,3354.54,3778.21,4549.19,3267.67,3625.94,1398.94,2537.72,4533.43,1025.74,672.19,593.05,852.76,785.6,708.02,715.55
SANLAM,ZAE000070660,2141.22,3798.85,3279.23,1904.27,2289.13,3344.39,5735.94,6454.48,6131.33,6515.38,3380.13,6729.26,8169.37,8558.38,10661.61,8927.62,13106.1,7141.26,10169.83,15994.78,14154.75,11641.73,8573.67,9095.6,7699.21,8304.65,9497.82
TIGER BRANDS,ZAE000071080,1480.02,2014.67,1320.78,828.37,1280.82,1949.07,2686.26,4547.14,4080.11,3477.98,2333.24,4491.3,5002.1,6364.39,6310.91,4560.85,6570.66,3400.2,5828.51,7357.75,3914.23,2485.66,2491.66,2232.54,2238.09,1976.36,2603.49
GRINDROD,ZAE000072328,11.78,14.49,17.04,20.34,30.74,70.24,617.51,1062.49,1109.86,1275.17,628.28,913.65,1065.18,1176.34,1214.68,1436.12,1226.53,460.36,791.97,833.56,445.82,240.17,223.02,224.9,440.12,446.89,455.74
MURRAY & ROBERTS DEAD - DELIST.19/01/26,ZAE000073441,158.23,281.11,166.6,179.63,489.97,665.43,784.17,1200.4,2197.21,3972.65,1333.42,1829.1,1370.39,1162.43,1268.22,984.74,762.09,223.1,353.5,424.5,482.31,321.05,240.87,408.15,71.8,27.77,26.16
IMPALA PLATINUM,ZAE000083648,1047.46,2872.68,3393.45,2934.39,4679.39,5255.54,5702.48,11852.43,16220.53,24897.07,6993.48,16854.45,18706.84,14170.12,11916.98,6478.62,4194.11,1477.12,3019.42,2094.9,2136.89,7592.59,10708.76,12369.71,10262.53,3360.52,4835.87
EXXARO RESOURCES,ZAE000084992,,,,917.17,1130.79,1824.21,2662.59,6003.34,3550.96,5286.19,2286.11,5014.08,7498.39,9390.04,7145.98,4774.24,3229.76,1322.43,2543.88,4287.28,4213.15,2861.94,3563.73,3939.41,4571.34,3384.57,3274.09
SANTAM,ZAE000093779,241.91,327.85,472.19,349.99,416.07,789.24,1355.25,1687.54,1555.91,1463.07,912.2,1560.52,2075.5,2319.63,2478.08,1880.73,2359.71,1281.87,2104.9,2855.6,2678.61,2188.01,1981.25,2071.56,1920.71,1762.73,2253.22
SUN INTERNATIONAL,ZAE000097580,319.94,366.5,396.35,189.54,285.93,518.6,1312.3,1703.19,2040.1,1701.12,912.29,1356.04,1626.77,1324.26,1296.93,990.71,1300.99,526.31,720.42,575.58,590.05,319.53,229.18,472.37,527.68,581.65,555.81
STANDARD BANK GROUP,ZAE000109815,3713.6,6386.32,5605.72,3176.1,4679.08,7938.12,13732.43,18798.4,19035.54,17037.4,10087.16,22305.7,23524.33,22701.12,21117.23,16702.79,21493.48,10490.21,17354.59,27300.63,23594.39,17225.76,13911.43,16008.12,17784.55,17851.01,18903.33
BIDVEST GROUP,ZAE000117321,2216.49,2736.57,1843.95,1103.74,1585.1,2139.11,3993.7,5405.76,6351.57,4640.89,3227.03,6123.97,7210.39,7425.58,7984.04,7194.46,9392.64,7380.36,3970.08,6642.35,5158.66,4737.61,3645.25,4213.63,4674.89,4329.77,4618.5
LIBERTY HOLDINGS DEAD - DELIST.01/03/22,ZAE000127148,1683.58,1558.07,1177.18,673.24,837.55,1002.46,1408.69,1744.54,1499.46,1218.66,1880.66,2566.47,2896.56,3197.52,3762.59,2872.98,3258.01,1866.44,2385.23,3105.71,2341.92,2016.89,1189.48,1844.21,1751.11,1578.2,1594.97
ARCELORMITTAL SA.,ZAE000134961,470.95,1078.84,639.59,269.54,1175.1,1942.74,4507.64,5112.21,6791.0,9574.13,3341.51,5784.94,4811.4,4071.45,1808.34,1583.47,916.51,434.34,1237.43,338.16,294.67,96.29,135.12,741.48,270.59,75.87,71.2
PPC,ZAE000170049,308.4,460.95,369.92,288.64,576.23,1002.65,2057.58,3116.44,3164.5,2901.29,1622.67,2571.83,2517.75,2234.05,2245.51,1584.59,1123.98,484.92,825.98,944.63,669.56,263.18,161.52,484.25,237.16,306.64,352.27
GROWTHPOINT PROP,ZAE000179420,3.38,5.12,3.74,90.99,219.93,540.48,882.18,1328.99,1878.55,2402.16,1960.62,2852.53,3709.8,4505.51,4986.68,3813.72,5989.27,3781.17,5536.88,6597.49,5723.72,4209.62,2807.78,3226.74,2918.45,2160.13,2194.09
ALTRON LIMITED A,ZAE000191342,94.21,120.16,93.41,65.1,97.91,150.61,270.68,407.38,551.8,545.31,242.3,392.95,413.29,328.99,272.47,223.34,160.36,35.95,83.99,414.06,526.04,605.39,310.41,223.47,210.9,217.69,460.39
ABSA GROUP,ZAE000255915,3101.7,2852.66,2731.6,1470.93,2492.45,4179.89,8102.38,12465.21,12656.86,9612.75,6082.85,12873.61,13397.98,13960.15,13859.09,9513.8,13964.38,7174.02,9802.55,12805.46,11636.84,7833.48,6587.48,9245.73,10219.54,7705.84,8811.65
NORTHAM PLATINUM HLDGS,ZAE000298253,105.59,248.3,496.6,315.17,499.38,398.38,317.15,1044.05,1692.1,1502.06,592.18,2345.33,2207.7,1708.78,1661.74,1449.18,1383.61,1027.96,1989.72,2055.09,1855.58,4259.68,6493.77,5226.25,4052.36,2598.82,2648.68
AVENG,ZAE000302618,,486.99,375.63,246.74,427.01,461.91,752.07,1374.18,2084.9,2830.04,958.14,1906.99,2041.53,1794.45,1359.35,820.84,656.9,61.6,226.21,64.67,72.78,26.05,38.81,216.99,101.53,49.44,82.87
NAMPAK,ZAE000322095,757.25,1347.5,739.09,477.04,1002.64,1229.96,1602.64,1847.78,2041.98,1586.57,844.85,1371.2,2232.44,2059.53,2481.42,2171.25,2572.13,786.33,938.29,862.77,741.87,201.04,96.62,166.73,39.72,82.97,203.41
